LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDaysYr,AmtPaid36,AmtPaid60,AmtPaid360,LoanStatus
738,LoanID_738,Product A,NotSpecified,Location 464,Region 6,22950,25/08/2019,5000,55,365,5450,7542,22267,Finished Payment
739,LoanID_739,Product A,Male,Location 12,Region 3,22950,07/07/2019,5000,55,365,9850,10142,22267,Finished Payment
740,LoanID_740,Product C,NotSpecified,Location 57,Region 1,16300,22/10/2016,1000,45,365,2210,4002,15617,Finished Payment
741,LoanID_741,Product D,Male,Location 26,Region 1,20950,02/07/2017,2200,55,365,3350,5192,20267,Finished Payment
742,LoanID_742,Product D,Male,Location 39,Region 6,20950,21/12/2017,2200,55,365,6301,7593,20267,Finished Payment
743,LoanID_743,Product C,Male,Location 49,Region 4,16300,09/12/2016,1000,45,365,3350,3642,15617,Finished Payment
744,LoanID_744,Product D,Male,Location 38,Region 3,20950,24/08/2017,2200,55,365,3601,5893,20267,Finished Payment
745,LoanID_745,Product B,Male,Location 49,Region 6,17300,30/06/2018,2200,45,365,7751,8043,16617,Finished Payment
746,LoanID_746,Product C,Male,Location 19,Region 6,16300,09/02/2017,1000,45,365,2250,4042,15617,Finished Payment
747,LoanID_747,Product A,Female,Location 22,Region 3,22950,14/06/2019,5000,55,365,5600,7142,22267,Finished Payment
748,LoanID_748,Product A,Female,Location 46,Region 2,21450,20/09/2019,3000,55,365,3100,4392,20767,Finished Payment
749,LoanID_749,Product D,Male,Location 26,Region 1,20950,08/07/2017,2200,55,365,3850,5142,20267,Finished Payment
750,LoanID_750,Product B,Male,Location 19,Region 6,17300,17/04/2019,2200,45,365,4851,5143,16617,Finished Payment
751,LoanID_751,Product D,Female,Location 11,Region 2,20950,16/11/2017,2200,55,365,6301,8043,20267,Finished Payment
752,LoanID_752,Product C,Female,Location 23,Region 6,16300,24/02/2017,1000,45,365,3050,3782,15617,Finished Payment
753,LoanID_753,Product C,Female,Location 22,Region 1,16300,26/02/2017,1000,45,365,2910,4202,15617,
754,LoanID_754,Product A,Male,Location 350,Region 6,22950,15/10/2019,5000,55,365,5500,7692,22267,Finished Payment
755,LoanID_755,Product A,Male,Location 23,Region 2,22950,07/03/2020,5000,55,365,5100,6792,22267,Finished Payment
756,LoanID_756,Product B,Male,Location 3,Region 4,17300,08/08/2018,2200,45,365,4051,5543,16617,Finished Payment
757,LoanID_757,Product B,Male,Location 47,Region 6,17300,02/02/2019,2200,45,365,3300,4172,16617,Finished Payment
758,LoanID_758,Product A,Male,Location 98,Region 6,22950,26/07/2019,5000,55,365,5350,7042,22267,Finished Payment
759,LoanID_759,Product B,Male,Location 63,Region 6,17300,27/03/2019,2200,45,365,3251,4568,16617,Finished Payment
760,LoanID_760,Product B,Male,Location 102,Region 4,17300,27/07/2018,2200,45,365,2971,4383,16617,Finished Payment
761,LoanID_761,Product B,Female,Location 26,Region 7,17300,27/06/2018,2200,45,365,4450,5942,16617,Finished Payment
762,LoanID_762,Product A,Male,Location 325,Region 6,19950,18/03/2020,1000,55,365,-1900,-108,19267,Finished Payment
763,LoanID_763,Product B,Female,Location 41,Region 3,17300,21/10/2018,2200,45,365,3171,4703,16617,Finished Payment
764,LoanID_764,Product A,NotSpecified,Location 267,Region 3,22950,08/06/2019,5000,55,365,5300,6992,22267,Finished Payment
765,LoanID_765,Product A,Male,Location 3,Region 6,22950,03/06/2019,5000,55,365,6850,12142,22267,Finished Payment
766,LoanID_766,Product D,Male,Location 151,Region 1,20950,24/10/2017,2200,55,365,3600,5542,20267,Finished Payment
767,LoanID_767,Product B,Male,Location 88,Region 2,17300,21/12/2018,2200,45,365,5071,6363,16617,Finished Payment
768,LoanID_768,Product A,Female,Location 173,Region 6,22950,20/09/2019,5000,55,365,5600,7492,22267,Finished Payment
769,LoanID_769,Product D,NotSpecified,Location 40,Region 6,20950,12/04/2017,2200,55,365,3651,5043,20267,Finished Payment
770,LoanID_770,Product A,Male,Location 34,Region 6,22950,23/07/2019,5000,55,365,13750,14042,22267,Finished Payment
771,LoanID_771,Product B,Female,Location 617,Region 3,,15/05/2019,2200,45,365,3790,5082,16617,Finished Payment
772,LoanID_772,Product B,Male,Location 35,Region 6,17300,10/04/2018,2200,45,365,3250,4742,16617,Finished Payment
773,LoanID_773,Product A,Male,Location 25,Region 6,22950,22/05/2020,5000,55,365,6850,10142,22267,Finished Payment
774,LoanID_774,Product A,Female,Location 135,Region 6,22950,21/06/2019,5000,55,365,6850,8642,22267,Finished Payment
775,LoanID_775,Product B,Male,Location 49,Region 4,17300,04/09/2018,2200,45,365,3410,4902,16617,Finished Payment
776,LoanID_776,Product D,Male,Location 53,Region 6,20950,10/06/2017,2200,55,365,3200,5842,20267,Finished Payment
777,LoanID_777,Product B,Female,Location 86,Region 6,17300,01/05/2019,2200,45,365,4051,6743,16617,Finished Payment
778,LoanID_778,Product C,Male,Location 70,Region 6,16300,30/12/2016,1000,45,365,2880,5172,15617,Finished Payment
779,LoanID_779,Product B,Male,Location 141,Region 2,17300,28/12/2018,2200,45,365,3090,4862,16617,Finished Payment
780,LoanID_780,Product B,Male,Location 39,Region 3,17300,18/08/2018,2200,45,365,3250,4942,16617,Finished Payment
781,LoanID_781,Product A,Female,Location 30,Region 1,21450,23/09/2019,3000,55,365,3100,4892,20767,Finished Payment
782,LoanID_782,Product D,Male,Location 61,Region 3,20950,11/01/2018,2200,55,365,6351,7843,20267,Finished Payment
783,LoanID_783,Product C,Female,Location 23,Region 1,16300,13/08/2016,1000,45,365,2450,3542,15617,Finished Payment
784,LoanID_784,Product A,Female,Location 144,Region 6,22950,31/05/2019,5000,55,365,5350,7142,22267,Finished Payment
785,LoanID_785,Product B,Female,Location 4,Region 6,17300,01/02/2019,2200,45,365,3251,4743,16617,Finished Payment
786,LoanID_786,Product C,Female,Location 23,Region 3,16300,18/02/2017,1000,45,365,1850,3542,15617,Finished Payment
787,LoanID_787,Product B,Male,Location 3,Region 2,17300,10/04/2019,2200,45,365,2981,4723,16617,Finished Payment
788,LoanID_788,Product D,Male,Location 27,Region 1,20950,14/06/2017,2200,55,365,3300,5292,20267,Finished Payment
789,LoanID_789,Product B,Female,Location 38,Region 3,17300,14/01/2019,2200,45,365,3451,5443,16617,Finished Payment
790,LoanID_790,Product B,NotSpecified,Location 421,Region 2,17300,19/01/2019,2200,45,365,2951,4393,16617,Finished Payment
791,LoanID_791,Product C,Male,Location 300,Region 6,16300,06/09/2016,1000,45,365,3526,4978,15617,Finished Payment
792,LoanID_792,Product C,Male,Location 142,Region 1,16300,28/09/2016,1000,45,365,2130,3542,15617,Finished Payment
793,LoanID_793,Product A,Male,Location 11,Region 6,22950,01/09/2019,5000,55,365,5250,6892,22267,Finished Payment
794,LoanID_794,Product D,Female,Location 79,Region 1,20950,01/05/2017,2200,55,365,4351,5743,20267,Finished Payment
795,LoanID_795,Product B,Female,Location 46,Region 3,17300,17/03/2019,2200,45,365,3251,4743,16617,Finished Payment
796,LoanID_796,Product C,NotSpecified,Location 216,Region 6,16300,14/03/2017,1000,45,365,2050,4742,15617,Finished Payment
797,LoanID_797,Product B,Male,Location 84,Region 6,17300,23/04/2019,2200,45,365,3550,5842,16617,Finished Payment
798,LoanID_798,Product B,Female,Location 67,Region 2,17300,30/04/2019,2200,45,365,6251,8543,16617,Finished Payment
799,LoanID_799,Product D,Male,Location 282,Region 6,20950,15/11/2017,2200,55,365,6551,7743,20267,Finished Payment
800,LoanID_800,Product B,Male,Location 127,Region 6,17300,24/05/2018,2200,45,365,3481,4893,16617,Finished Payment
801,LoanID_801,Product A,Male,Location 140,Region 3,19950,07/01/2020,1000,55,365,1100,2792,19267,Finished Payment
802,LoanID_802,Product D,Male,Location 53,Region 6,20950,02/04/2017,2200,55,365,4851,8143,20267,Finished Payment
803,LoanID_803,Product A,Male,Location 58,Region 6,22950,14/07/2019,5000,55,365,5300,6892,22267,Finished Payment
804,LoanID_804,Product B,Female,Location 84,Region 3,17300,08/10/2018,2200,45,365,3351,4843,16617,Finished Payment
805,LoanID_805,Product A,Male,Location 25,Region 6,20950,02/08/2017,2200,55,365,4211,5503,20267,Finished Payment
806,LoanID_806,Product D,Male,Location 506,Region 6,22950,15/08/2019,5000,55,365,5350,5642,22267,Finished Payment
807,LoanID_807,Product B,Male,Location 18,Region 6,17300,31/03/2018,2200,45,365,3250,5542,16617,Finished Payment
808,LoanID_808,Product A,Male,Location 647,Region 3,17300,28/01/2018,2200,45,365,10051,11343,16617,Finished Payment
809,LoanID_809,Product A,Male,Location 153,Region 4,17300,02/03/2019,2200,45,365,3251,4743,16617,Finished Payment
810,LoanID_810,Product B,Female,Location 4,Region 1,16300,04/12/2016,1000,45,365,3350,4542,15617,Finished Payment
811,LoanID_811,Product B,NotSpecified,Location 6,Region 3,17300,06/10/2018,2200,45,365,8050,13342,16617,Finished Payment
812,LoanID_812,Product A,Male,Location 32,Region 12,17300,25/01/2018,2200,45,365,2930,4742,16617,Finished Payment
813,LoanID_813,Product A,Male,Location 266,Region 1,20950,26/10/2017,2200,55,365,4000,5392,20267,Finished Payment
814,LoanID_814,Product A,Male,Location 402,Region 17,20950,18/07/2017,2200,55,365,4601,7993,20267,Finished Payment
815,LoanID_815,Product B,Female,Location 266,Region 3,17300,19/01/2019,2200,45,365,3061,5323,16617,Finished Payment
816,LoanID_816,Product E,Male,Location 26,Region 2,16300,01/03/2017,1000,45,365,2850,4342,15617,Finished Payment
817,LoanID_817,Product B,Male,Location 48,Region 13,14475,28/04/2018,1000,30,365,2125,3417,13792,Finished Payment
818,LoanID_818,Product A,Female,Location 315,Region 1,16300,11/02/2017,1000,45,365,2050,3542,15617,Finished Payment
819,LoanID_819,Product B,NotSpecified,Location 47,Region 4,20950,23/03/2017,2200,55,365,3350,5142,20267,Finished Payment
820,LoanID_820,Product D,Male,Location 25,Region 1,17300,09/04/2018,2200,45,365,3151,4883,16617,Finished Payment
821,LoanID_821,Product A,Female,Location 27,Region 6,,23/06/2017,2200,55,365,3400,5492,20267,Finished Payment
822,LoanID_822,Product C,Male,Location 3,Region 7,22950,04/08/2019,5000,55,365,5250,7042,22267,Finished Payment
823,LoanID_823,Product D,Male,Location 26,Region 6,17300,17/05/2019,2200,45,365,3251,4513,16617,
824,LoanID_824,Product B,Male,Location 39,Region 1,20950,22/04/2017,2200,55,365,3400,5192,20267,
825,LoanID_825,Product E,Male,Location 3,Region 6,16300,26/01/2017,1000,45,365,2050,3542,15617,Finished Payment
826,LoanID_826,Product B,Male,Location 38,Region 6,16300,25/12/2016,1000,45,365,3290,3582,15617,Finished Payment
827,LoanID_827,Product B,NotSpecified,Location 67,Region 6,22950,23/05/2019,5000,55,365,5350,7242,22267,Finished Payment
828,LoanID_828,Product A,Male,Location 41,Region 3,22950,15/12/2019,5000,55,365,5450,6742,22267,Finished Payment
829,LoanID_829,Product A,Male,Location 46,Region 2,17300,26/07/2018,2200,45,365,4270,5822,16617,Finished Payment
830,LoanID_830,Product A,Male,Location 144,Region 3,17300,10/02/2019,2200,45,365,3791,4523,16617,Finished Payment
831,LoanID_831,Product A,Male,Location 239,Region 3,20950,17/10/2017,2200,55,365,3601,6393,20267,Finished Payment
832,LoanID_832,Product A,Male,Location 418,Region 1,20950,10/09/2017,2200,55,365,12601,15893,20267,Finished Payment
833,LoanID_833,Product C,Female,Location 11,Region 7,17300,04/02/2019,2200,45,365,3251,4743,16617,Finished Payment
834,LoanID_834,Product A,Male,Location 3,Region 2,17300,03/01/2019,2200,45,365,9051,9343,16617,
835,LoanID_835,Product C,NotSpecified,Location 25,Region 6,22950,04/09/2019,5000,55,365,6470,8362,22267,Finished Payment
836,LoanID_836,Product B,Female,Location 37,Region 6,16300,12/01/2017,1000,45,365,1950,3442,15617,Finished Payment
837,LoanID_837,Product A,Male,Location 13,Region 6,22950,10/06/2020,5000,55,365,6100,7192,22267,Finished Payment
838,LoanID_838,Product A,NotSpecified,Location 30,Region 4,17300,15/04/2018,2200,45,365,3551,5343,16617,Finished Payment
839,LoanID_839,Product B,Male,Location 8,Region 6,16300,11/02/2017,1000,45,365,2570,3822,15617,Finished Payment
840,LoanID_840,Product A,Female,Location 26,Region 6,20950,17/05/2017,2200,55,365,3350,5142,20267,Finished Payment
841,LoanID_841,Product A,Female,Location 18,Region 2,,16/06/2018,2200,45,365,3451,4743,16617,Finished Payment
842,LoanID_842,Product B,Male,Location 9,Region 1,17300,29/04/2018,2200,45,365,3251,4743,16617,Finished Payment
843,LoanID_843,Product B,Male,Location 54,Region 3,20950,20/12/2017,2200,55,365,6351,8143,20267,Finished Payment
844,LoanID_844,Product B,Male,Location 468,Region 9,20950,10/09/2017,2200,55,365,4051,5193,20267,Finished Payment
845,LoanID_845,Product A,Male,Location 50,Region 1,20950,06/05/2017,2200,55,365,4451,5543,20267,Finished Payment
846,LoanID_846,Product A,Male,Location 73,Region 6,17300,14/01/2019,2200,45,365,3601,4693,16617,Finished Payment
847,LoanID_847,Product B,Male,Location 34,Region 6,19950,05/10/2019,1000,55,365,50,842,19267,Finished Payment
848,LoanID_848,Product B,Male,Location 40,Region 2,16300,05/08/2016,1000,45,365,2850,4142,15617,Finished Payment
849,LoanID_849,Product A,Male,Location 30,Region 1,16300,17/06/2016,1000,45,365,5650,5942,15617,Finished Payment
850,LoanID_850,Product A,Male,Location 28,Region 6,16300,14/08/2016,1000,45,365,1850,4092,15617,Finished Payment
851,LoanID_851,Product B,Female,Location 137,Region 6,17300,06/02/2019,2200,45,365,2461,3713,16617,Finished Payment
852,LoanID_852,Product D,Male,Location 44,Region 6,20950,11/04/2017,2200,55,365,6351,6643,20267,Finished Payment
853,LoanID_853,Product A,Male,Location 91,Region 6,22950,30/05/2019,5000,55,365,5550,7342,22267,Finished Payment
854,LoanID_854,Product C,Female,Location 73,Region 2,20950,13/09/2017,2200,55,365,3600,5392,20267,Finished Payment
855,LoanID_855,Product B,Female,Location 74,Region 6,16300,17/01/2017,1000,45,365,2020,3712,15617,Finished Payment
856,LoanID_856,Product B,NotSpecified,Location 477,Region 6,16300,23/12/2016,1000,45,365,2650,3742,15617,Finished Payment
857,LoanID_857,Product E,Male,Location 586,Region 6,22950,27/08/2019,5000,55,365,5350,7142,22267,Finished Payment
858,LoanID_858,Product A,Male,Location 186,Region 2,16300,16/12/2016,1000,45,365,1970,3422,15617,Finished Payment
859,LoanID_859,Product B,Male,Location 472,Region 6,17300,23/10/2018,2200,45,365,3251,4743,16617,Finished Payment
860,LoanID_860,Product B,Male,Location 374,Region 6,17300,08/04/2018,2200,45,365,3250,13942,16617,Finished Payment
861,LoanID_861,Product A,Female,Location 75,Region 6,22950,21/11/2019,5000,55,365,9830,10922,22267,Finished Payment
862,LoanID_862,Product A,Male,Location 19,Region 4,22950,16/10/2019,5000,55,365,6100,7392,22267,Finished Payment
863,LoanID_863,Product B,Male,Location 87,Region 6,17300,07/03/2019,2200,45,365,3250,4742,16617,Finished Payment
864,LoanID_864,Product A,Female,Location 13,Region 4,22950,04/03/2020,5000,55,365,13350,13642,22267,Finished Payment
865,LoanID_865,Product B,Male,Location 17,Region 3,17300,03/04/2019,2200,45,365,3491,4503,16617,Finished Payment
866,LoanID_866,Product B,Male,Location 458,Region 2,17300,14/05/2019,2200,45,365,3531,5503,16617,Finished Payment
867,LoanID_867,Product D,Male,Location 180,Region 1,20950,24/06/2017,2200,55,365,3250,5142,20267,Finished Payment
868,LoanID_868,Product B,Male,Location 23,Region 2,17300,18/05/2018,2200,45,365,3211,4743,16617,Finished Payment
869,LoanID_869,Product A,Male,Location 8,Region 4,22950,22/04/2020,5000,55,365,6850,8592,22267,Finished Payment
870,LoanID_870,Product B,Female,Location 160,Region 6,17300,13/11/2018,2200,45,365,3551,6843,16617,Finished Payment
871,LoanID_871,Product A,Male,Location 547,Region 3,22950,27/07/2019,5000,55,365,5350,7042,22267,Finished Payment
872,LoanID_872,Product C,Male,Location 11,Region 2,16300,06/08/2016,1000,45,365,2170,4022,15617,Finished Payment
873,LoanID_873,Product B,Female,Location 61,Region 2,17300,15/02/2019,2200,45,365,4750,5042,16617,Finished Payment
874,LoanID_874,Product B,Female,Location 25,Region 3,17300,22/11/2018,2200,45,365,3850,5142,16617,Finished Payment
875,LoanID_875,Product B,Female,Location 149,Region 6,17300,09/10/2018,2200,45,365,3251,4743,16617,Finished Payment
876,LoanID_876,Product C,Male,Location 653,Region 8,16300,01/03/2017,1000,45,365,2100,3442,15617,Finished Payment
877,LoanID_877,Product D,NotSpecified,Location 91,Region 2,20950,28/11/2017,2200,55,365,9751,10043,20267,Finished Payment
878,LoanID_878,Product A,Female,Location 30,Region 2,22950,31/10/2019,5000,55,365,5250,6942,22267,Finished Payment
879,LoanID_879,Product C,Male,Location 26,Region 2,16300,08/07/2016,1000,45,365,4650,4942,15617,Finished Payment
880,LoanID_880,Product B,Female,Location 203,Region 3,17300,31/01/2019,2200,45,365,4211,5121,16617,Finished Payment
881,LoanID_881,Product A,Male,Location 73,Region 6,,02/02/2020,5000,55,365,5700,7492,22267,Finished Payment
882,LoanID_882,Product B,Male,Location 3,Region 6,17300,14/03/2018,2200,45,365,3890,4782,16617,Finished Payment
883,LoanID_883,Product C,Male,Location 16,Region 7,16300,03/01/2017,1000,45,365,2050,3902,15617,Finished Payment
884,LoanID_884,Product C,Male,Location 27,Region 5,16300,01/05/2016,1000,45,365,3250,4742,15617,
885,LoanID_885,Product B,NotSpecified,Location 1,Region 2,17300,29/09/2018,2200,45,365,3600,4392,16617,Finished Payment
886,LoanID_886,Product B,Male,Location 612,Region 2,17300,27/05/2018,2200,45,365,2841,4423,16617,Finished Payment
887,LoanID_887,Product D,Male,Location 122,Region 6,20950,14/10/2017,2200,55,365,3601,5393,20267,Finished Payment
888,LoanID_888,Product C,Male,Location 44,Region 6,16300,10/12/2016,1000,45,365,2350,3642,15617,Finished Payment
889,LoanID_889,Product D,Female,Location 505,Region 2,20950,17/11/2017,2200,55,365,6601,7893,20267,Finished Payment
890,LoanID_890,Product B,Male,Location 114,Region 2,17300,29/04/2018,2200,45,365,3050,4542,16617,Finished Payment
891,LoanID_891,Product B,Female,Location 111,Region 3,17300,01/01/2019,2200,45,365,4451,4743,16617,Finished Payment
892,LoanID_892,Product B,Female,Location 23,Region 2,17300,30/11/2018,2200,45,365,3251,4743,16617,Finished Payment
893,LoanID_893,Product A,Male,Location 197,Region 3,22950,23/02/2020,5000,55,365,6850,7142,22267,Finished Payment
894,LoanID_894,Product D,Male,Location 631,Region 1,20950,11/10/2017,2200,55,365,3600,5392,20267,Finished Payment
895,LoanID_895,Product A,Male,Location 42,Region 2,22950,11/11/2019,5000,55,365,6850,8642,22267,Finished Payment
896,LoanID_896,Product B,Male,Location 117,Region 2,17300,10/02/2018,2200,45,365,3250,5942,16617,Finished Payment
897,LoanID_897,Product A,Female,Location 58,Region 3,22950,04/07/2019,5000,55,365,5550,7692,22267,Finished Payment
898,LoanID_898,Product B,Male,Location 84,Region 3,17300,13/01/2019,2200,45,365,3251,4463,16617,Finished Payment
899,LoanID_899,Product A,Female,Location 218,Region 6,22950,29/09/2019,5000,55,365,5200,6992,22267,Finished Payment
900,LoanID_900,Product D,Female,Location 299,Region 10,20950,04/11/2017,2200,55,365,7101,7393,20267,Finished Payment
901,LoanID_901,Product A,Male,Location 65,Region 6,22950,08/02/2020,5000,55,365,5600,7342,22267,Finished Payment
902,LoanID_902,Product A,Male,Location 342,Region 2,22950,31/07/2019,5000,55,365,7100,9392,22267,Finished Payment
903,LoanID_903,Product A,Male,Location 46,Region 2,22950,01/09/2019,5000,55,365,5630,7042,22267,Finished Payment
904,LoanID_904,Product D,Male,Location 155,Region 6,20950,26/10/2017,2200,55,365,3351,5143,20267,Finished Payment
905,LoanID_905,Product A,Male,Location 10,Region 3,19950,07/11/2019,1000,55,365,2000,4392,19267,Finished Payment
906,LoanID_906,Product B,NotSpecified,Location 39,Region 6,17300,12/04/2018,2200,45,365,3251,7143,16617,Finished Payment
907,LoanID_907,Product B,Male,Location 53,Region 2,17300,17/12/2018,2200,45,365,3250,4742,16617,Finished Payment
908,LoanID_908,Product A,Male,Location 9,Region 2,22950,14/07/2019,5000,55,365,8050,9842,22267,Finished Payment
909,LoanID_909,Product C,Male,Location 6,Region 2,16300,09/01/2016,1000,45,365,5010,5902,15617,Finished Payment
910,LoanID_910,Product A,Female,Location 3,Region 6,22950,26/06/2019,5000,55,365,6750,8542,22267,Finished Payment
911,LoanID_911,Product D,Female,Location 135,Region 1,,10/07/2017,2200,55,365,3250,5142,20267,Finished Payment
912,LoanID_912,Product C,Male,Location 45,Region 1,16300,24/09/2016,1000,45,365,1930,4102,15617,Finished Payment
913,LoanID_913,Product E,Female,Location 10,Region 6,55325,12/02/2020,8000,120,365,18851,22143,54642,Finished Payment
914,LoanID_914,Product D,Male,Location 21,Region 5,20950,21/11/2017,2200,55,365,6901,8743,20267,Finished Payment
915,LoanID_915,Product C,Female,Location 38,Region 1,16300,16/12/2016,1000,45,365,2050,3542,15617,Finished Payment
916,LoanID_916,Product A,Female,Location 511,Region 3,20950,29/07/2020,2200,55,365,1501,3193,20267,Finished Payment
917,LoanID_917,Product A,Male,Location 353,Region 2,22950,23/07/2019,5000,55,365,6450,8242,22267,Finished Payment
918,LoanID_918,Product B,Female,Location 461,Region 3,17300,30/03/2019,2200,45,365,4051,6343,16617,Finished Payment
919,LoanID_919,Product D,Male,Location 34,Region 15,20950,22/09/2017,2200,55,365,3201,5093,20267,Finished Payment
920,LoanID_920,Product A,Male,Location 25,Region 1,22950,13/07/2019,5000,55,365,5580,7322,22267,Finished Payment
921,LoanID_921,Product C,NotSpecified,Location 11,Region 8,16300,24/02/2016,1000,45,365,2850,4382,15617,Finished Payment
922,LoanID_922,Product D,Female,Location 145,Region 1,20950,18/08/2017,2200,55,365,3501,5293,20267,Finished Payment
923,LoanID_923,Product B,Male,Location 10,Region 6,17300,23/07/2018,2200,45,365,2870,4302,16617,Finished Payment
924,LoanID_924,Product D,Male,Location 6,Region 6,20950,06/12/2017,2200,55,365,5801,7693,20267,Finished Payment
925,LoanID_925,Product B,Male,Location 57,Region 3,17300,30/10/2018,2200,45,365,4451,5943,16617,Finished Payment
926,LoanID_926,Product C,Male,Location 61,Region 5,16300,25/05/2016,1000,45,365,1975,3667,15617,Finished Payment
927,LoanID_927,Product D,Male,Location 25,Region 2,20950,26/11/2017,2200,55,365,11851,12143,20267,Finished Payment
928,LoanID_928,Product A,Male,Location 18,Region 3,22950,14/09/2019,5000,55,365,6350,7642,22267,Finished Payment
929,LoanID_929,Product B,Female,Location 159,Region 2,17300,18/02/2019,2200,45,365,4051,6743,16617,Finished Payment
930,LoanID_930,Product B,Male,Location 82,Region 7,17300,29/03/2019,2200,45,365,4650,4942,16617,Finished Payment
931,LoanID_931,Product B,Male,Location 22,Region 4,17300,11/12/2018,2200,45,365,3251,4743,16617,Finished Payment
932,LoanID_932,Product D,Male,Location 22,Region 15,20950,26/10/2017,2200,55,365,6101,6393,20267,Finished Payment
933,LoanID_933,Product B,NotSpecified,Location 17,Region 6,17300,25/04/2018,2200,45,365,3251,5983,16617,Finished Payment
934,LoanID_934,Product D,Male,Location 244,Region 6,20950,16/07/2017,2200,55,365,4280,6122,20267,
935,LoanID_935,Product C,Male,Location 218,Region 1,22950,29/04/2020,5000,55,365,5100,7492,22267,Finished Payment
936,LoanID_936,Product B,Female,Location 21,Region 3,17300,15/07/2018,2200,45,365,4450,5942,16617,Finished Payment
937,LoanID_937,Product B,Male,Location 207,Region 3,22950,07/06/2019,5000,55,365,11830,14122,22267,Finished Payment
938,LoanID_938,Product A,Male,Location 94,Region 1,16300,18/11/2016,1000,45,365,2350,3642,15617,Finished Payment
939,LoanID_939,Product A,Male,Location 597,Region 7,17300,28/04/2019,2200,45,365,3251,4743,16617,Finished Payment
940,LoanID_940,Product A,Female,Location 28,Region 7,19950,09/02/2020,1000,55,365,1250,2692,19267,Finished Payment
941,LoanID_941,Product A,Male,Location 6,Region 6,17300,27/05/2018,2200,45,365,3671,5163,16617,Finished Payment
942,LoanID_942,Product D,Female,Location 34,Region 9,20950,28/10/2017,2200,55,365,4101,5093,20267,Finished Payment
943,LoanID_943,Product D,NotSpecified,Location 105,Region 5,20950,20/09/2017,2200,55,365,3151,5093,20267,
944,LoanID_944,Product D,Female,Location 6,Region 3,17300,07/05/2019,2200,45,365,4051,5463,16617,Finished Payment
945,LoanID_945,Product A,Male,Location 199,Region 6,17300,23/04/2019,2200,45,365,5051,5343,16617,Finished Payment
946,LoanID_946,Product B,Female,Location 135,Region 3,17300,02/05/2019,2200,45,365,2931,4423,16617,Finished Payment
947,LoanID_947,Product A,Male,Location 10,Region 3,17300,26/01/2019,2200,45,365,5051,6643,16617,Finished Payment
948,LoanID_948,Product D,Male,Location 61,Region 1,17300,29/05/2018,2200,45,365,3251,4743,16617,Finished Payment
949,LoanID_949,Product B,Female,Location 353,Region 3,17300,02/10/2018,2200,45,365,3251,4743,16617,Finished Payment
950,LoanID_950,Product A,Male,Location 6,Region 1,22950,29/05/2019,5000,55,365,5300,6192,22267,Finished Payment
951,LoanID_951,Product A,Male,Location 17,Region 2,17300,17/09/2018,2200,45,365,3251,4743,16617,Finished Payment
952,LoanID_952,Product B,Male,Location 187,Region 3,17300,28/01/2019,2200,45,365,4850,5142,16617,Finished Payment
953,LoanID_953,Product A,Female,Location 22,Region 1,22950,01/07/2020,5000,55,365,5600,7892,22267,Finished Payment
954,LoanID_954,Product B,NotSpecified,Location 208,Region 1,55325,31/01/2020,8000,120,365,12851,16868,54642,Finished Payment
955,LoanID_955,Product A,Male,Location 146,Region 2,17300,24/07/2018,2200,45,365,3770,5062,16617,Finished Payment
956,LoanID_956,Product D,Male,Location 82,Region 1,16300,14/10/2016,1000,45,365,2750,4742,15617,Finished Payment
957,LoanID_957,Product B,Female,Location 210,Region 6,22950,05/03/2020,5000,55,365,6850,7142,22267,Finished Payment
958,LoanID_958,Product B,Female,Location 19,Region 6,16300,20/11/2016,1000,45,365,2980,4572,15617,Finished Payment
959,LoanID_959,Product A,Male,Location 352,Region 3,17300,20/01/2019,2200,45,365,5491,7143,16617,Finished Payment
960,LoanID_960,Product B,Male,Location 47,Region 3,17300,07/11/2018,2200,45,365,5251,6923,16617,Finished Payment
961,LoanID_961,Product B,Male,Location 91,Region 1,,29/09/2017,2200,55,365,3600,5392,20267,Finished Payment
962,LoanID_962,Product A,Male,Location 50,Region 2,17300,03/06/2018,2200,45,365,3251,4743,16617,Finished Payment
963,LoanID_963,Product A,Female,Location 533,Region 2,20950,14/07/2020,2200,55,365,1400,3192,20267,Finished Payment
964,LoanID_964,Product B,Male,Location 48,Region 3,17300,12/05/2018,2200,45,365,5371,6063,16617,Finished Payment
965,LoanID_965,Product B,Male,Location 56,Region 6,17300,07/02/2019,2200,45,365,3050,3342,16617,Finished Payment
966,LoanID_966,Product A,Female,Location 24,Region 6,22950,22/03/2020,5000,55,365,5850,8142,22267,Finished Payment
967,LoanID_967,Product B,Male,Location 49,Region 3,17300,20/02/2019,2200,45,365,3251,4643,16617,Finished Payment
968,LoanID_968,Product A,Male,Location 114,Region 3,17300,07/06/2018,2200,45,365,4211,6223,16617,Finished Payment
969,LoanID_969,Product A,Female,Location 11,Region 6,20950,05/10/2017,2200,55,365,3600,5542,20267,Finished Payment
970,LoanID_970,Product B,Male,Location 113,Region 6,20950,12/01/2018,2200,55,365,6000,7892,20267,Finished Payment
971,LoanID_971,Product B,Male,Location 63,Region 6,16300,01/10/2016,1000,45,365,2050,3542,15617,Finished Payment
972,LoanID_972,Product A,Male,Location 9,Region 2,16300,21/07/2016,1000,45,365,2065,3574,15617,Finished Payment
